Book_Author,Book_Title,Series_Name,Book_Co_Author,Illustrators,Translators,Challenge_Type,Challenge_Init,Initial_Response,Challenge_Notes,Decision,Restrictions,Restriction_Details,Library_Type,Month,Year,State,Sch_Dist,City,County,Sch_Name,Lib_Name,Police,Book_Status,Data_Entry_Date,Links1,Links2,Links3,Links4
"Rodi, Robert and Laura Ross",Being Transgender,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Morrison, Toni",Beloved,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Kuklin, Susan",Beyond Magenta : Transgender Teens Speak Out,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Hilstrom, Laurie",Black Lives Matter,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Bayron, Kalynn",Cinderella is Dead,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,City of Heavenly Fire,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Civic Unrest: Investigate the struggle for social change,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Coming Out and Seeking Support,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Confronting LGBTQ+ Discrimination,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Hopkins, Ellen",Crank,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Arnold, Elana K.",Damsel,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Siegel, Alexis",Deogratias: A Tale of Rwanda,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Did I Mention I Love You?,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Double Challenge: Being LGBTQ and a minoirty,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Telgemeier, Raina",Drama: A Graphic Novel,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Garcia, Christina",Dreaming in Cuban,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Rowell, Rainbow",Eleanor & Park,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Tregay, Sarah",Fan Art,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Forever for a Year,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Cook, Maria",Gender identity : beyond pronouns and bathrooms,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Light, Kate",Gender Identity: The Search for Self,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Huegel, Kelly","GLBTQ: THe Survival Guide for Gay, Lesbian, Bisexual, Transgender, and questioning teens",,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Hearts Unbroken,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Home and Family Relationships: Rainbow families,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Gyasi, Yaa",Homegoing,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Ahmadi, Arvin",How it all Blew Up,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,I am Alfonso Jones,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Sanchez, Erika L.",I Am Not Your Perfect Mexican Daughter,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Russo, Meredith",If I Was Your Girl,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,"Invisible Man Got the Whole World Watching, A Young Black Man’s Education",,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Rivera, Gabby",Juliet Takes a Breath,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Albertalli, Becky",Leah on the Offbeat,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Colbert, Brandy",Little and Lion,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Green, John",Looking for Alaska,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Marriage of a Thousand Lies,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Andrews, Jesse",Me and Earl and the Dying Girl,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Gino, Alex",Melissa (George),,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Jackson, Tiffany",Monday's Not Coming,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Music from Another World,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Picoult, Jodi",My sister's Keeper,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,My Two Dads,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,My Two Moms,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Picoult, Jodi",Nineteen Minutes,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Not Otherwise Specified,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Out Now: Queer We Go Again,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Perez, Ashley HOpe",Out of Darkness,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Perfect Chemistry,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Perfectly Good White Boy,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
,Prostitution,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Prager, Sarah","Queer, there and everywhere : 23 people who changed the world",,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Belge, Kathy and Marke Bieschke",Queer: The Ultimate LGBTQ guide for teens,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Sanchez, Alex",Rainbow Boys,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Sanchez, Alex",Rainbow High,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Prager, Sarah",Rainbow revolutionaries : 50 LGBTQ+ people who made history,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Lawson, Jamie","Rainbow Revolutions : Power, Pride, and Protest in the Fight for Queer Rights",,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Cabot, MEg",Ready or Not,,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
"Lockhart, E","Real Live Boyfriends: Yes. Boyfriends, Plural. If My LIfe Weren't Complicated, I wouldn't be Ruby Oliver",,,,,Informal Challenge,Affiliation Unknown,Challenged - On Shelves,"Sent in 11/21 note to school. 

School wanted individual complaints per book - no response from parent, online ""outrage""",N/A,,,School ,November,2021,Utah,Murray City School District,,,,,Unknown,,,,,,
